command, velocity
0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
0.21568629145622253, 0.4674989067842065
0.43262410163879395, 2.5589413845029565
0.749687135219574, 5.9680711504365656
0.8498122692108154, 8.639379797371873
1.0, 10.559975306184214
1.0, 12.11247167577234
1.0, 12.09263838881781
1.0, 12.466637514245232
1.0, 12.177776401110254
1.0, 11.930098684518224
1.0, 12.979969647184694
1.0, 12.021400460165019
1.0, 12.678570351987375
1.0, 12.314605349437374
1.0, 12.394157063580959
1.0, 11.863742749212067
1.0, 12.11247167577234
1.0, 12.229771401474565
1.0, 12.13322744118975
1.0, 12.23997137762257
1.0, 12.061471795032297
1.0, 12.002762629994207
1.0, 11.829754945582678
0.6078431606292725, 11.33446329101276
0.3825615346431732, 9.088178747884754
0.3491864800453186, 5.829986366955827
0.34084272384643555, 3.646491472916728
0.34084272384643555, 3.189992540409817
0.34084272384643555, 2.8702258463029775
0.34084272384643555, 2.952624674426474
0.41593658924102783, 3.543149609311806
0.7413433790206909, 5.529844211675895
0.7413433790206909, 7.479982508547146
0.749687135219574, 8.249980707956377
0.749687135219574, 8.682122554563623
0.749687135219574, 8.480212727713349
0.749687135219574, 9.024761504877462
0.749687135219574, 8.757052692933222
0.4075928330421448, 7.184720041104503
0.12390488386154175, 4.022254745162109
-0.0, 0.4674989067842139
0.15727993845939636, 0.18699956271367077
0.41593658924102783, 1.458596589166703
0.43262410163879395, 3.012770732609206
0.43262410163879395, 3.9737407076656517
0.4576554000377655, 3.9779906977273716
0.6579057574272156, 4.808560184066037
0.6996245384216309, 6.1903303519010695
0.7079682946205139, 7.659789780387172
0.7079682946205139, 7.853981633974483
0.7079682946205139, 8.128756501635438
0.7079682946205139, 8.249980707956341
0.1489361673593521, 6.24507973590965
-0.0, 2.181661564992891
-0.0, 0.0
-0.032123491168022156, -0.11936142300872601
-0.09887360036373138, -0.4986655005697887
-0.19065499305725098, -1.2875379727827094
-0.507718026638031, -3.7002041132706576
-0.5661243200302124, -6.575145914771271
-0.5744681358337402, -7.1293583284589195
-0.5744681358337402, -7.416592826271372
-0.5744681358337402, -7.439330429696264
-0.5744681358337402, -7.363107781851082
-0.5744681358337402, -7.596857235243171
-0.5744681358337402, -7.573482289904021
-0.5744681358337402, -7.479982508547067
-0.5744681358337402, -7.51738242108992
-0.5744681358337402, -7.47998250854711
-0.5744681358337402, -7.546768066659151
-0.5744681358337402, -7.511677349685042
-0.5744681358337402, -7.409416635824959
-0.5828118920326233, -7.621114253991412
-0.5828118920326233, -7.604648883689594
-0.5828118920326233, -7.767674143491258
-0.41593658924102783, -7.369982765774362
-0.24906134605407715, -6.411413578754679
-0.19899874925613403, -5.26651829683421
-0.3158114552497864, -4.259434484033776
-0.7079682946205139, -5.6696675929147125
-0.7997496724128723, -8.414980322115513
-0.7997496724128723, -10.2849759492523
-0.7997496724128723, -11.083144814493602
-0.7997496724128723, -11.339335185829425
-0.4910304844379425, -10.732148816611094
-0.37421777844429016, -9.569977621229416
-0.34084272384643555, -8.032481216564818
-0.34084272384643555, -6.64340551745959
-0.5410930514335632, -6.507584782436027
-0.6996245384216309, -8.509530662813427
-0.9415936470031738, -10.507594476292399
-0.9415936470031738, -12.507511735603392
-0.9415936470031738, -13.055969469464076
-0.9415936470031738, -12.749970185023532
-0.8247810006141663, -12.05108293043702
-0.41593658924102783, -10.690729717404633
-0.0, -5.3039875969697645
-0.0, -0.8975979010256907
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.14059241116046906, -0.4065207885079799
-0.5911556482315063, -3.6586870965719736
-0.7329996228218079, -7.4799825085471445
-0.7413433790206909, -9.314695199322804
-0.7413433790206909, -9.668275263707223
-0.7413433790206909, -9.98577664891041
-0.7413433790206909, -9.855382359234335
-0.2740926146507263, -9.34997813568392
-0.0, -5.259362701322212
-0.0, -0.8414980322115184
-0.0, -0.10199976148021635
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
0.14059241116046906, 0.4754226170687147
0.17396746575832367, 0.9210426223210914
0.19899874925613403, 1.2622470483172998
0.2240300476551056, 1.6028533946886698
0.34084272384643555, 2.0399952296037616
0.3658740222454071, 2.912877803809205
0.37421777844429016, 3.578784734692848
0.37421777844429016, 3.7002041132706576
0.3825615346431732, 3.8438799002255863
0.3825615346431732, 4.067240489022517
0.3825615346431732, 3.9180860759056237
0.3825615346431732, 3.913944335867693
0.3825615346431732, 3.9545809164040318
0.3825615346431732, 3.806776812385599
0.3825615346431732, 3.8568659809695705
0.3825615346431732, 3.892643958529654
0.3825615346431732, 4.007133486721685
0.3825615346431732, 3.8312105531582623
0.3825615346431732, 3.9737407076656517
0.3825615346431732, 4.007133486721675
0.3825615346431732, 3.926990816987219
0.41593658924102783, 4.185228308353753
0.4743429720401764, 4.735703211580182
0.48268672823905945, 5.080742835994241
0.4910304844379425, 5.413145236448613
0.507718026638031, 5.518019883354423
0.507718026638031, 5.6099868814103715
0.507718026638031, 5.488030644857922
0.507718026638031, 5.848709727427802
0.507718026638031, 5.753832698882405
0.507718026638031, 5.485320506267874
0.507718026638031, 5.793920877522193
0.5244055390357971, 5.402209589506241
0.5661243200302124, 6.159985595274139
0.6412181854248047, 6.517484759285525
0.6412181854248047, 7.105983383119765
0.716312050819397, 7.583871154499199
0.72465580701828, 8.214623647779426
0.7914059162139893, 8.601979884829172
0.8080934882164001, 9.179978533216952
0.8498122692108154, 9.606141920223203
0.9082186222076416, 10.679252135696784
0.9165623784065247, 10.981250916803209
0.9249061346054077, 11.219973762820699
0.9249061346054077, 11.089508951625117
0.9582811594009399, 11.543626852132812
0.9749687314033508, 11.420330437156766
0.9916562438011169, 11.879972219457219
1.0, 11.975164304548976
1.0, 12.170818996958037
1.0, 12.002762629994248
1.0, 12.11044787098109
1.0, 12.239971377622517
0.7997496724128723, 11.129490103443121
0.3491864800453186, 8.975979010256552
-0.0, 3.739991254273573
-0.0, 0.28049934407050614
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.09052983671426773, -0.4007133486722023
-0.10721736401319504, -0.9642164952423649
-0.132248654961586, -1.3778915147323731
-0.16562369465827942, -1.7583540971584497
-0.16562369465827942, -1.7453292519943395
-0.17396746575832367, -2.0498028989769126
-0.18231122195720673, -2.049802898976776
-0.2240300476551056, -2.434522608913961
-0.2407175749540329, -2.8049934407051578
-0.2407175749540329, -2.997116279109664
-0.24906134605407715, -3.0276119677452584
-0.2574051022529602, -3.3058851265453777
-0.2991239130496979, -3.5181273663081636
-0.32415521144866943, -3.7399912542736127
-0.32415521144866943, -4.268468279333944
-0.3324989676475525, -4.2594344840337435
-0.3324989676475525, -4.2635900298719065
-0.34084272384643555, -4.471728673587934
-0.34084272384643555, -4.407846835393858
-0.35753026604652405, -4.564057123859264
-0.35753026604652405, -4.612655880270704
-0.4075928330421448, -4.8399886820011
-0.4409678876399994, -5.437371900443876
-0.4576554000377655, -5.713875527362393
-0.4743429720401764, -6.525903106946723
-0.48268672823905945, -6.465747592133942
-0.48268672823905945, -6.812126927426873
-0.4910304844379425, -6.62455897698454
-0.5327492952346802, -7.033416388633878
-0.5744681358337402, -7.32150830285755
-0.6078431606292725, -7.713731961939252
-0.6495620012283325, -8.277029825031649
-0.6829370260238647, -9.038312197827782
-0.6829370260238647, -9.349978135683921
-0.6912807822227478, -9.583727589075997
-0.749687135219574, -9.548913840698459
-0.8748435378074646, -11.042816282355112
-0.9415936470031738, -12.323577739491556
-1.0, -13.50976432666162
-1.0, -13.44059357004564
-1.0, -13.609412619717709
-1.0, -13.729704736083184
-1.0, -13.043219499279068
-1.0, -13.12736930250022
-1.0, -14.503868522670594
-1.0, -13.004969588724032
-1.0, -13.720811288268665
-1.0, -13.419968618275684
-1.0, -13.973967322785828
-1.0, -13.210614269127579
-1.0, -13.280785270277532
-0.0, -6.731984257692406
-0.0, 0.3506241800881327
-0.0, 0.41048684498131516
-0.0, 0.13682894832707615
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
0.02377972938120365, 0.0
0.032123491168022156, 0.0
0.06549853831529617, 0.09842082248081702
0.14059241116046906, 0.5008916858401895
0.15727993845939636, 1.1219973762821824
0.15727993845939636, 0.9349978135682692
0.15727993845939636, 0.979521518976427
0.15727993845939636, 1.0437184895647567
0.16562369465827942, 0.8799979421819801
0.16562369465827942, 1.0199976148019214
0.16562369465827942, 0.8355299610610821
0.16562369465827942, 0.9817477042468603
0.18231122195720673, 1.0742528070785342
0.18231122195720673, 1.1810498697706457
0.18231122195720673, 1.174183300760341
0.18231122195720673, 1.1474973166520706
0.2407175749540329, 1.5399963988185348
0.2574051022529602, 2.039995229603773
0.28243640065193176, 2.344472129544582
0.28243640065193176, 2.493327502849062
0.2991239130496979, 2.657362206983836
0.3158114552497864, 2.957993082925499
0.3491864800453186, 3.2432736658153383
0.3491864800453186, 3.6586870965719736
0.35753026604652405, 3.5491753739534877
0.3658740222454071, 3.6361026083215076
0.3658740222454071, 3.690780843033139
0.37421777844429016, 3.7147210430960125
0.3825615346431732, 3.8499909970463024
0.3909052908420563, 3.91808607590568
0.41593658924102783, 4.17999022536451
0.44931164383888245, 4.487989505128325
0.44931164383888245, 4.8271980142367825
0.46599915623664856, 4.936788455641121
0.48268672823905945, 5.109095195570124
0.49937424063682556, 5.404743458919725
0.5244055390357971, 5.694986682643824
0.5327492952346802, 5.9399861097286095
0.5327492952346802, 6.108652381980148
0.5410930514335632, 6.0774857881945215
0.5744681358337402, 6.345722865857614
0.5994994044303894, 6.711948590258793
0.6412181854248047, 7.068583470577039
0.6579057574272156, 7.197719017658573
0.6829370260238647, 7.947481415331328
0.7413433790206909, 8.159980918415046
0.8915311098098755, 9.645240603126535
1.0, 10.760138772541179
1.0, 12.073667418687428
1.0, 11.493631659474918
1.0, 12.715970264530085
1.0, 12.021400460165056
1.0, 12.317579891792255
1.0, 12.038096849693035
1.0, 11.939202850180996
1.0, 12.683448601449475
1.0, 12.730354846277296
1.0, 11.659972733911724
1.0, 12.358231970643077
1.0, 12.135889988357027
1.0, 12.092638388817928
1.0, 12.09263838881785
0.8414685130119324, 11.320152099988727
0.46599915623664856, 8.97597901025652
-0.0, 4.407846835393837
-0.0, 0.5259362701322545
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.015435966663062572, 0.0
-0.14059241116046906, -0.6350928544993263
-0.3992490768432617, -3.482060822944337
-0.5744681358337402, -6.253755867801681
-0.5744681358337402, -7.629582158718122
-0.5744681358337402, -7.9199814796381
-0.5744681358337402, -7.8306066886352585
-0.5744681358337402, -7.927155375905917
-0.5744681358337402, -8.209736899624916
-0.5744681358337402, -8.01426697344337
-0.5744681358337402, -8.055365778435368
-0.5744681358337402, -7.884305887387488
-0.5744681358337402, -8.044509490324286
-0.5744681358337402, -7.980403873555546
-0.6495620012283325, -8.153180934316378
-0.6829370260238647, -8.594022456628613
-0.6996245384216309, -9.148593991223017
-0.7329996228218079, -10.05122649586021
-0.7747184038162231, -10.301975909498976
-0.9415936470031738, -11.21997376282068
-0.9499374032020569, -12.319971190548245
-0.9582811594009399, -13.125252326318526
-0.9582811594009399, -13.332825964910326
-0.9833124876022339, -13.763167815726689
-1.0, -13.557468296741664
-1.0, -13.809198477317807
-1.0, -13.395274798469575
-1.0, -14.024967203525833
-1.0, -13.698805175536926
-1.0, -14.024967203525856
-1.0, -13.659098493868704
-1.0, -13.32371884334953
-1.0, -13.809198477317771
-1.0, -13.357111622405604
-0.048811014741659164, -12.37074030259716
-0.0, -7.938660681241042
-0.0, -1.0304057537284623
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
0.015435966663062572, 0.0
0.3324989676475525, 1.8699956271367988
0.5410930514335632, 4.385989743648108
0.5661243200302124, 6.2005118162956165
0.5744681358337402, 6.577225998894902
0.5744681358337402, 6.757484198062436
0.5744681358337402, 6.884983899912706
0.5744681358337402, 6.731984257692432
0.5744681358337402, 6.9229625345063734
0.5744681358337402, 6.864852368041615
0.5744681358337402, 6.544984694978687
0.5744681358337402, 6.7510011623751645
0.5744681358337402, 7.04844505613094
0.5744681358337402, 6.580946149346763
0.6245306730270386, 7.012483601762939
0.6662495136260986, 7.621114253991412
0.749687135219574, 8.249980707956377
0.7997496724128723, 9.424777960769397
0.8164372444152832, 9.632241626572467
0.8164372444152832, 10.163019712699908
0.8915311098098755, 10.492753241156365
0.9165623784065247, 11.061945963344343
1.0, 11.515236230263335
1.0, 12.092638388817889
1.0, 12.394157063581
1.0, 11.85747227207184
1.0, 12.749970185023532
1.0, 12.736186433472112
1.0, 11.651511215236864
1.0, 12.45143429776445
1.0, 12.597865277553055
1.0, 11.570597942908822
1.0, 12.923005494677398
1.0, 12.01011276020243
1.0, 12.239971377622572
1.0, 12.548654866312631
0.8831873536109924, 11.11979542565265
0.3491864800453186, 9.96058895270813
-0.0, 3.7739911747670036
-0.0, 0.12466637514244717
-0.0, -0.13682894832707615
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.32415521144866943, -0.5861180323861852
-0.37421777844429016, -2.468394227820525
-0.4576554000377655, -4.375789767500109
-0.5327492952346802, -5.905249348852948
-0.6412181854248047, -8.004493477134302
-0.6996245384216309, -9.142200843779822
-0.7329996228218079, -9.656534795870263
-0.7413433790206909, -10.405620828422403
-0.7413433790206909, -10.34730913682351
-0.758030891418457, -10.774736708740528
-0.7830621600151062, -10.623166647777031
-0.8247810006141663, -11.21997376282069
-0.8414685130119324, -11.41681540778244
-0.8581560254096985, -11.72997257022165
-0.8664997816085815, -12.388721029781168
-0.8748435378074646, -12.413587992907997
-0.8748435378074646, -12.08304866765305
-0.8831873536109924, -12.43547092045958
-0.8831873536109924, -11.453723216212815
-0.8998748660087585, -13.541347644783576
-0.9249061346054077, -11.951711182135073
-0.9415936470031738, -13.307410741950132
-0.9833124876022339, -13.051806213893446
-1.0, -13.479551812277645
-1.0, -13.490682738629612
-1.0, -13.665352659845762
-1.0, -13.311833277922869
-1.0, -14.289589226233835
-1.0, -13.129756530960428
-1.0, -14.024967203525856
-1.0, -13.682894832708092
-1.0, -13.129756530960467
-1.0, -10.95904414042949
-0.23237381875514984, -4.27427571916973
-0.0, 1.8471908024155714
-0.0, 0.9817477042467715
-0.0, 0.190169046827522
-0.0, 0.0
0.08218607306480408, 0.0
0.5994994044303894, 3.038742894097224
1.0, 8.41498032211554
1.0, 11.353544879044719
1.0, 11.967972013675404
1.0, 12.341971139102784
1.0, 13.117469325650662
1.0, 12.177776401110254
1.0, 12.555684925061259
1.0, 12.7393452098693
1.0, 12.038096849693035
1.0, 12.95639827373341
1.0, 12.482220811138012
1.0, 12.528970701816444
1.0, 13.13557903939983
1.0, 12.588263246091483
1.0, 12.11247167577234
1.0, 12.305777675351724
1.0, 11.47497316652119
1.0, 12.622470483173256
1.0, 12.250379516549142
1.0, 12.195623655239862
1.0, 12.802277755013346
1.0, 12.061471795032253
1.0, 12.215294015974141
1.0, 12.239971377622572
1.0, 12.482220811138012
1.0, 11.754258227716912
1.0, 12.255663648619501
1.0, 12.288542692613158
1.0, 12.401023632591295
1.0, 12.170818996958037
0.4743429720401764, 10.788436310404492
0.04046725481748581, 7.246233055155038
-0.0, 2.337494533921003
-0.0, 0.11219973762820246
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.0, 0.0
-0.2073424905538559, -1.2271846303085199
-0.3658740222454071, -3.107069657396485
-0.6078431606292725, -5.0131797663667195
-0.8247810006141663, -7.972086620951538
-0.9499374032020569, -11.413421586317606
-1.0, -13.089969389957487
-1.0, -13.891396087301805
-1.0, -14.143488053133115
-1.0, -14.38458174720599
-1.0, -14.258716656917986
-1.0, -13.713301265669724
-1.0, -15.193714470486379
-1.0, -14.220664420319222
-1.0, -14.32337076104769
